client_id,date_naissance,date_inscription,segment_client,region,departement
2456,1965-08-23,2021-12-29,Standard,Provence-Alpes-Côte d'Azur,13
2457,1994-08-17,2025-11-14,Standard,Auvergne-Rhône-Alpes,74
2458,1945-10-09,2010-06-03,Standard,Nouvelle-Aquitaine,17
2459,1975-04-24,2015-11-11,Pro,Île-de-France,75
2460,1992-06-06,2015-01-16,Premium,Occitanie,34
2461,1982-09-12,2013-05-25,Standard,Occitanie,30
2462,1981-08-30,2021-12-06,Pro,Hauts-de-France,62
2463,1975-12-08,1994-07-17,Pro,Île-de-France,95
2464,1975-07-07,2024-07-24,Premium,Occitanie,34
2465,1968-10-01,2020-06-25,Pro,Pays de la Loire,49
2466,1965-04-17,1997-06-09,Standard,Île-de-France,75
2467,1969-06-18,1988-05-23,Premium,Grand Est,54
2468,1961-03-29,1996-10-02,Pro,Grand Est,57
2469,1960-12-22,2013-01-07,Standard,Provence-Alpes-Côte d'Azur,06
2470,2002-04-22,2020-07-21,Standard,Centre-Val de Loire,28
2471,1954-12-08,1977-03-05,Pro,Occitanie,31
2472,1991-08-10,2019-01-13,Pro,Pays de la Loire,49
2473,1945-10-17,2002-12-02,Premium,Auvergne-Rhône-Alpes,15
2474,2008-04-15,2026-04-13,Standard,Grand Est,51
2475,1954-01-14,1978-09-20,Pro,Provence-Alpes-Côte d'Azur,13
2476,1945-09-30,2001-07-28,Pro,Provence-Alpes-Côte d'Azur,06
2477,1970-01-01,2025-09-25,Pro,Nouvelle-Aquitaine,64
2478,1979-09-02,1997-11-16,Pro,Occitanie,30
2479,1955-08-31,2000-11-13,Pro,Île-de-France,94
2480,1980-08-30,2017-03-28,Premium,Auvergne-Rhône-Alpes,38
2481,1981-09-26,2017-01-05,Premium,Nouvelle-Aquitaine,17
2482,1984-11-10,2014-10-15,Standard,Nouvelle-Aquitaine,33
2483,1957-12-25,2019-12-18,Standard,Hauts-de-France,59
2484,1953-11-19,2003-06-12,Pro,Île-de-France,92
2485,1971-01-11,2002-02-16,Standard,Auvergne-Rhône-Alpes,63
2486,1968-11-20,2009-03-29,Pro,Corse,2B
2487,1959-08-09,2026-02-25,Pro,Auvergne-Rhône-Alpes,38
2488,1981-09-26,2003-06-05,Pro,Provence-Alpes-Côte d'Azur,83
2489,1945-10-27,2022-04-23,Standard,Provence-Alpes-Côte d'Azur,13
2490,2003-10-15,2021-10-26,Pro,Nouvelle-Aquitaine,47
2491,1992-11-17,2021-03-10,Standard,Pays de la Loire,44
2492,1995-09-25,2025-12-15,Pro,Hauts-de-France,59
2493,1962-08-05,2006-04-22,Standard,Nouvelle-Aquitaine,16
2494,1949-10-23,2020-01-21,Premium,Occitanie,31
2495,1949-11-08,1991-03-14,Pro,Occitanie,31
2496,1949-03-13,2003-12-15,Standard,Grand Est,57
2497,1986-06-30,2010-03-11,Premium,Nouvelle-Aquitaine,79
2498,1953-10-22,2011-11-08,Standard,Occitanie,31
2499,1962-02-03,1981-03-16,Premium,Pays de la Loire,44
2500,1953-02-25,1982-09-17,Standard,Pays de la Loire,44
2501,1955-12-28,2014-08-18,Premium,Hauts-de-France,62
2502,1980-05-22,2002-07-09,Standard,Île-de-France,92
2503,1951-10-02,2002-04-14,Standard,Occitanie,31
2504,1994-09-03,2025-12-25,Standard,Bourgogne-Franche-Comté,89
2505,2004-02-03,2024-05-26,Standard,Île-de-France,75
2506,1956-08-02,1988-08-18,Pro,Pays de la Loire,44
2507,1948-07-31,1971-01-07,Pro,Bretagne,22
2508,1975-10-08,2010-01-10,Standard,Hauts-de-France,60
2509,1953-04-22,2021-12-24,Standard,Provence-Alpes-Côte d'Azur,13
2510,1998-12-09,2022-04-09,Pro,Hauts-de-France,60
2511,1957-08-31,1975-09-09,Pro,Île-de-France,75
2512,1984-05-07,2005-10-27,Standard,Hauts-de-France,62
2513,1975-07-05,2000-12-06,Pro,Bretagne,29
2514,1998-01-07,2019-07-24,Premium,Occitanie,30
2515,1947-02-22,1981-01-22,Premium,Nouvelle-Aquitaine,87
2516,1996-11-16,2016-07-07,Pro,Île-de-France,93
2517,1945-05-24,2012-07-06,Standard,Pays de la Loire,72
2518,1957-10-10,1998-10-25,Pro,Occitanie,34
2519,1946-08-13,2026-03-21,Premium,Nouvelle-Aquitaine,33
2520,1992-08-19,2021-08-18,Standard,Hauts-de-France,59
2521,1978-09-02,2006-08-06,Premium,Grand Est,67
2522,1945-08-17,1995-02-10,Standard,Grand Est,57
2523,1982-11-25,2007-02-02,Standard,Bourgogne-Franche-Comté,21
2524,1987-10-05,2014-11-19,Pro,Île-de-France,78
2525,1948-01-20,2022-11-06,Premium,Île-de-France,93
2526,1998-06-02,2017-03-05,Standard,Île-de-France,92
2527,1984-06-19,2018-09-09,Standard,Bourgogne-Franche-Comté,71
2528,1963-08-25,2019-10-12,Premium,Occitanie,09
2529,1989-01-06,2008-03-09,Pro,Hauts-de-France,62
2530,1979-07-13,2011-04-26,Premium,Grand Est,57
2531,2006-03-01,2024-12-25,Standard,Auvergne-Rhône-Alpes,69
2532,1957-12-02,2001-04-26,Standard,Normandie,14
2533,2003-05-18,2022-12-28,Standard,Auvergne-Rhône-Alpes,01
2534,1976-12-18,2021-11-05,Premium,Auvergne-Rhône-Alpes,69
2535,1991-01-29,2013-03-21,Pro,Nouvelle-Aquitaine,87
2536,1967-07-07,2024-02-21,Standard,Grand Est,51
2537,1992-12-29,2017-09-20,Pro,Provence-Alpes-Côte d'Azur,06
2538,1956-08-02,2005-12-23,Pro,Île-de-France,94
2539,1957-04-03,1997-07-28,Pro,Auvergne-Rhône-Alpes,42
2540,1992-12-28,2017-09-20,Pro,Grand Est,88
2541,1980-07-15,2000-05-09,Premium,Pays de la Loire,49
2542,1969-11-02,2002-04-27,Standard,Grand Est,57
2543,1970-05-05,2013-01-04,Standard,Normandie,50
2544,1982-01-28,2009-11-09,Standard,Grand Est,57
2545,1948-11-09,1976-12-05,Standard,Provence-Alpes-Côte d'Azur,84
2546,2002-03-13,2025-01-28,Standard,Île-de-France,78
2547,1981-02-07,2024-03-14,Pro,Île-de-France,75
2548,1956-05-16,2020-06-09,Pro,Provence-Alpes-Côte d'Azur,13
2549,1962-07-21,2001-01-16,Pro,Île-de-France,93
2550,1950-10-20,1995-11-01,Standard,Auvergne-Rhône-Alpes,38
2551,1962-11-04,1982-04-27,Premium,Île-de-France,75
2552,1951-06-12,2009-08-18,Standard,Pays de la Loire,72
2553,2000-09-17,2021-09-04,Pro,Grand Est,67
2554,1968-07-26,1998-09-30,Standard,Nouvelle-Aquitaine,16
2555,1974-07-15,1999-02-11,Pro,Bretagne,35
2556,1974-04-03,2000-09-25,Standard,Auvergne-Rhône-Alpes,69
2557,1979-01-11,2019-02-21,Standard,Normandie,27
2558,1952-04-20,1980-07-06,Pro,Hauts-de-France,62
2559,1967-03-09,2018-11-24,Standard,Hauts-de-France,60
2560,1987-07-21,2013-02-14,Premium,Centre-Val de Loire,18
2561,1950-08-10,2013-05-14,Standard,Bourgogne-Franche-Comté,58
2562,2006-04-04,2024-04-18,Standard,Occitanie,12
2563,1986-11-09,2014-04-02,Pro,Grand Est,54
2564,1964-03-15,1997-06-16,Standard,Pays de la Loire,44
2565,1977-01-04,2001-03-29,Standard,Auvergne-Rhône-Alpes,63
2566,1971-01-18,2022-02-18,Standard,Grand Est,57
2567,1971-04-01,2018-04-02,Standard,Provence-Alpes-Côte d'Azur,13
2568,1994-01-01,2023-04-05,Pro,Grand Est,67
2569,1964-09-26,2001-11-16,Standard,Île-de-France,75
2570,2007-07-25,2026-01-19,Standard,Bretagne,35
2571,1974-06-03,1996-03-31,Pro,Île-de-France,78
2572,1945-08-04,1966-03-06,Standard,Occitanie,11
2573,1980-09-30,2017-02-13,Pro,Auvergne-Rhône-Alpes,74
2574,1958-04-29,1977-12-21,Standard,Centre-Val de Loire,37
2575,1948-10-07,1979-03-25,Standard,Île-de-France,93
2576,1954-10-23,2023-12-22,Pro,Île-de-France,75
2577,1957-07-17,1991-03-21,Pro,Bourgogne-Franche-Comté,58
2578,1986-07-02,2022-02-21,Standard,Île-de-France,75
2579,1967-12-31,1996-03-03,Standard,Île-de-France,92
2580,1962-06-15,2025-08-25,Premium,Auvergne-Rhône-Alpes,69
2581,1960-06-25,2016-06-22,Standard,Nouvelle-Aquitaine,19
2582,2007-12-04,2025-12-08,Standard,Auvergne-Rhône-Alpes,42
2583,1978-08-11,1996-12-07,Pro,Île-de-France,93
2584,2002-02-15,2022-01-19,Standard,Nouvelle-Aquitaine,19
2585,1954-02-18,2016-11-17,Pro,Île-de-France,91
2586,1970-01-05,2001-04-03,Standard,Grand Est,54
2587,1995-12-11,2013-12-13,Standard,Normandie,14
2588,1984-02-09,2002-07-01,Standard,Île-de-France,78
2589,1962-01-06,2020-01-10,Pro,Nouvelle-Aquitaine,47
2590,1993-07-31,2020-10-16,Standard,Provence-Alpes-Côte d'Azur,06
2591,2005-10-26,2024-12-29,Pro,Hauts-de-France,62
2592,2000-04-15,2019-03-24,Premium,Provence-Alpes-Côte d'Azur,13
2593,1983-04-24,2002-01-13,Standard,Provence-Alpes-Côte d'Azur,83
2594,1997-05-22,2019-11-08,Premium,Hauts-de-France,59
2595,1970-12-02,2001-02-11,Standard,Normandie,14
2596,1970-09-13,2001-11-03,Standard,Hauts-de-France,59
2597,1980-08-15,2016-04-26,Pro,Île-de-France,92
2598,1993-02-01,2025-08-25,Standard,Auvergne-Rhône-Alpes,42
2599,1961-04-13,1987-12-17,Standard,Grand Est,08
2600,2003-04-09,2024-07-28,Pro,Île-de-France,77
2601,1990-12-06,2019-04-22,Standard,Île-de-France,75
2602,1946-08-28,1986-02-06,Premium,Provence-Alpes-Côte d'Azur,06
2603,1970-04-18,2018-07-09,Pro,Grand Est,68
2604,1966-11-21,2013-09-18,Premium,Île-de-France,77
2605,1977-04-22,2005-11-19,Pro,Île-de-France,91
2606,1977-07-14,2001-05-14,Standard,Hauts-de-France,59
2607,1979-02-05,2013-07-30,Pro,Normandie,61
2608,1948-08-11,2011-04-20,Standard,Provence-Alpes-Côte d'Azur,13
2609,1949-12-14,2012-09-22,Standard,Occitanie,66
2610,1978-10-02,1997-06-09,Premium,Provence-Alpes-Côte d'Azur,13
2611,2005-09-19,2024-06-27,Pro,Auvergne-Rhône-Alpes,42
2612,1999-12-10,2024-03-23,Pro,Normandie,14
2613,1970-07-12,2013-09-11,Pro,Nouvelle-Aquitaine,64
2614,1996-10-19,2023-11-19,Pro,Normandie,61
2615,1967-09-18,2010-06-23,Standard,Île-de-France,91
2616,1992-03-04,2021-09-23,Pro,Nouvelle-Aquitaine,86
2617,1980-11-23,2007-07-09,Pro,Île-de-France,75
2618,2006-05-17,2024-05-28,Pro,Grand Est,67
2619,1994-08-26,2016-04-10,Pro,Hauts-de-France,59
2620,1950-12-18,2015-02-11,Premium,Auvergne-Rhône-Alpes,07
2621,1979-10-13,1998-12-09,Premium,Île-de-France,77
2622,1948-03-06,1999-04-30,Standard,Nouvelle-Aquitaine,33
2623,1963-09-24,2003-05-10,Pro,Auvergne-Rhône-Alpes,38
2624,1980-10-12,2010-10-02,Premium,Île-de-France,94
2625,1958-06-09,2006-05-06,Pro,Bourgogne-Franche-Comté,89
2626,2005-06-14,2024-08-23,Pro,Hauts-de-France,60
2627,1997-12-31,2019-08-23,Premium,Nouvelle-Aquitaine,16
2628,1968-11-24,1987-03-08,Standard,Occitanie,34
2629,1952-07-23,2013-01-17,Pro,Île-de-France,94
2630,1993-08-20,2018-04-04,Pro,Occitanie,31
2631,1972-12-03,1994-01-31,Standard,Île-de-France,91
2632,1962-11-18,2013-11-10,Standard,Occitanie,31
2633,1986-05-18,2011-07-01,Pro,Grand Est,57
2634,1984-03-19,2008-01-18,Pro,Normandie,61
2635,1985-01-10,2003-06-13,Premium,Auvergne-Rhône-Alpes,69
2636,1981-08-15,2004-05-14,Standard,Centre-Val de Loire,28
2637,1948-01-24,2017-06-26,Standard,Occitanie,31
2638,1998-09-22,2023-07-20,Premium,Occitanie,32
2639,1969-04-02,1998-11-05,Standard,Île-de-France,77
2640,1993-03-21,2017-08-20,Pro,Île-de-France,75
2641,1988-09-29,2010-10-24,Premium,Nouvelle-Aquitaine,64
2642,1992-07-01,2017-04-21,Pro,Île-de-France,95
2643,1986-08-29,2014-09-25,Standard,Pays de la Loire,85
2644,1982-10-23,2011-09-02,Standard,Île-de-France,94
2645,1956-05-16,2021-10-06,Pro,Nouvelle-Aquitaine,33
2646,2002-03-15,2023-06-13,Standard,Île-de-France,91
2647,1986-04-16,2017-07-09,Pro,Provence-Alpes-Côte d'Azur,13
2648,1993-07-16,2020-07-18,Premium,Nouvelle-Aquitaine,87
2649,1968-03-31,1998-08-30,Standard,Provence-Alpes-Côte d'Azur,06
2650,1978-01-04,2018-06-28,Pro,Grand Est,68
2651,1946-04-12,1973-09-03,Standard,Bourgogne-Franche-Comté,21
2652,2003-02-07,2025-10-17,Pro,Île-de-France,94
2653,1969-04-01,2001-04-15,Premium,Grand Est,68
2654,2001-08-05,2020-01-08,Pro,Île-de-France,94
2655,1976-07-05,2014-03-09,Standard,Île-de-France,91
2656,1985-04-15,2014-12-31,Premium,Île-de-France,77
2657,1979-06-25,2009-12-04,Standard,Occitanie,66
2658,1950-05-01,2011-08-11,Standard,Nouvelle-Aquitaine,19
2659,1974-05-17,1999-12-11,Standard,Hauts-de-France,59
2660,1989-05-29,2015-12-05,Standard,Bretagne,35
2661,1958-11-02,2012-02-10,Standard,Auvergne-Rhône-Alpes,26
2662,1960-05-19,2025-10-26,Standard,Auvergne-Rhône-Alpes,42
2663,1957-06-02,2024-03-13,Standard,Bretagne,29
2664,1955-06-01,2013-08-23,Pro,Pays de la Loire,53
2665,1968-10-14,2024-08-07,Premium,Auvergne-Rhône-Alpes,38
2666,1963-04-08,2017-07-10,Pro,Auvergne-Rhône-Alpes,26
2667,1947-05-16,1997-03-21,Standard,Normandie,14
2668,2006-03-18,2025-12-13,Standard,Grand Est,10
2669,1967-09-27,2011-02-14,Standard,Hauts-de-France,59
2670,2002-05-04,2026-01-01,Premium,Auvergne-Rhône-Alpes,69
2671,1976-08-12,1999-11-22,Standard,Pays de la Loire,49
2672,1954-05-21,1977-03-18,Standard,Auvergne-Rhône-Alpes,69
2673,1968-12-21,2002-05-28,Pro,Occitanie,34
2674,2007-07-15,2025-09-16,Standard,Normandie,50
2675,1977-01-04,2006-08-15,Pro,Bretagne,29
2676,1953-06-10,2014-08-19,Pro,Occitanie,66
2677,1973-05-20,2011-06-06,Pro,Hauts-de-France,62
2678,1997-07-07,2024-05-26,Premium,Nouvelle-Aquitaine,24
2679,1970-02-01,2025-12-17,Pro,Bretagne,22
2680,2005-02-05,2023-04-29,Standard,Pays de la Loire,44
2681,1975-02-05,2005-11-26,Premium,Centre-Val de Loire,28
2682,1950-10-23,1975-08-18,Premium,Grand Est,57
2683,1979-12-05,2006-08-06,Standard,Grand Est,08
2684,1987-08-04,2009-10-15,Premium,Île-de-France,75
2685,2007-11-10,2026-04-15,Standard,Centre-Val de Loire,41
2686,1992-10-08,2025-05-01,Pro,Occitanie,31
2687,1950-07-25,1974-09-28,Standard,Occitanie,34
2688,1960-01-09,2018-05-20,Premium,Auvergne-Rhône-Alpes,74
2689,1974-03-07,2013-07-11,Pro,Centre-Val de Loire,18
2690,1954-06-14,1994-01-04,Standard,Provence-Alpes-Côte d'Azur,13
2691,1977-05-30,2021-08-29,Standard,Occitanie,31
2692,1951-03-24,1998-02-12,Pro,Grand Est,68
2693,1986-12-08,2019-12-18,Pro,Nouvelle-Aquitaine,40
2694,1948-04-12,2001-05-17,Premium,Hauts-de-France,59
2695,1960-03-25,1983-11-09,Standard,Auvergne-Rhône-Alpes,03
2696,1983-02-15,2011-12-06,Standard,Nouvelle-Aquitaine,87
2697,1992-10-20,2025-08-13,Standard,Île-de-France,94
2698,1997-08-16,2023-11-28,Standard,Occitanie,34
2699,1950-10-11,2005-02-11,Premium,Hauts-de-France,62
2700,1957-10-28,2008-12-28,Standard,Auvergne-Rhône-Alpes,42
2701,1994-01-29,2016-12-24,Pro,Pays de la Loire,85
2702,1994-10-02,2013-10-22,Standard,Île-de-France,94
2703,1980-05-20,2016-07-29,Standard,Auvergne-Rhône-Alpes,42
2704,1966-03-14,2001-02-18,Pro,Bretagne,35
2705,1965-01-18,2023-05-16,Pro,Centre-Val de Loire,41
2706,1997-11-16,2021-01-06,Pro,Auvergne-Rhône-Alpes,69
2707,1983-10-20,2014-05-02,Pro,Île-de-France,92
2708,1948-11-19,1971-02-06,Standard,Nouvelle-Aquitaine,17
2709,1984-10-02,2011-11-10,Premium,Auvergne-Rhône-Alpes,01
2710,1959-02-13,2012-06-14,Pro,Bourgogne-Franche-Comté,89
2711,1993-05-07,2012-11-09,Standard,Bretagne,35
2712,2004-03-30,2025-03-08,Premium,Provence-Alpes-Côte d'Azur,13
2713,1991-05-03,2021-09-13,Pro,Occitanie,81
2714,1987-10-16,2015-12-14,Standard,Auvergne-Rhône-Alpes,03
2715,1991-12-23,2013-06-10,Standard,Nouvelle-Aquitaine,33
2716,1948-08-21,2018-09-24,Standard,Île-de-France,78
2717,1999-07-22,2023-01-06,Pro,Provence-Alpes-Côte d'Azur,06
2718,1996-01-21,2020-04-20,Standard,Pays de la Loire,44
2719,1949-05-14,2015-05-28,Standard,Bretagne,22
2720,2007-08-16,2025-12-02,Standard,Provence-Alpes-Côte d'Azur,13
2721,1996-05-15,2020-06-16,Pro,Centre-Val de Loire,28
2722,1951-12-04,2000-05-11,Pro,Occitanie,31
2723,2001-01-12,2021-10-06,Pro,Île-de-France,93
2724,2000-07-11,2021-07-11,Standard,Auvergne-Rhône-Alpes,69
2725,1991-08-26,2011-02-22,Standard,Hauts-de-France,59
2726,1955-03-13,2014-02-08,Standard,Auvergne-Rhône-Alpes,26
2727,1981-02-14,2004-08-22,Premium,Île-de-France,75
2728,1992-03-25,2018-06-17,Standard,Île-de-France,75
2729,1952-01-27,1994-04-03,Pro,Auvergne-Rhône-Alpes,07
2730,1976-09-18,2014-10-05,Pro,Bourgogne-Franche-Comté,58
2731,1970-01-09,2014-03-03,Pro,Normandie,27
2732,1973-02-05,2020-12-18,Pro,Auvergne-Rhône-Alpes,38
2733,1946-07-16,1981-08-15,Standard,Grand Est,54
2734,1997-12-14,2024-03-06,Pro,Île-de-France,77
2735,2003-01-30,2025-05-20,Standard,Bourgogne-Franche-Comté,25
2736,1992-11-14,2022-02-02,Premium,Auvergne-Rhône-Alpes,07
2737,1954-07-31,1996-04-14,Premium,Auvergne-Rhône-Alpes,07
2738,1981-07-12,2013-11-05,Standard,Bretagne,22
2739,2001-10-14,2020-11-11,Standard,Provence-Alpes-Côte d'Azur,13
2740,1996-10-20,2021-09-10,Standard,Provence-Alpes-Côte d'Azur,13
2741,1952-04-07,1990-12-26,Premium,Normandie,14
2742,1981-07-03,2019-01-31,Standard,Normandie,27
2743,1963-03-30,1981-08-01,Standard,Provence-Alpes-Côte d'Azur,06
2744,1966-04-23,2014-04-28,Pro,Hauts-de-France,59
2745,1949-01-07,1970-01-14,Premium,Bretagne,35
2746,2006-09-24,2026-03-17,Standard,Hauts-de-France,62
2747,2000-11-17,2018-11-25,Standard,Nouvelle-Aquitaine,19
2748,1970-04-02,1998-02-02,Pro,Grand Est,08
2749,1952-12-25,2001-02-06,Pro,Provence-Alpes-Côte d'Azur,13
2750,1999-03-09,2017-04-04,Standard,Nouvelle-Aquitaine,87
2751,1976-03-13,2014-11-27,Premium,Bourgogne-Franche-Comté,90
2752,1986-09-29,2019-09-19,Standard,Nouvelle-Aquitaine,33
2753,1971-11-29,2010-08-18,Standard,Auvergne-Rhône-Alpes,74
2754,1956-10-07,2009-06-25,Premium,Bretagne,22
2755,1978-08-22,2015-04-07,Standard,Bretagne,22
2756,1949-10-30,2014-10-05,Pro,Île-de-France,93
2757,1997-08-29,2019-11-15,Pro,Nouvelle-Aquitaine,64
2758,1954-12-12,2011-08-05,Standard,Île-de-France,75
2759,1963-04-14,2008-05-12,Pro,Hauts-de-France,62
2760,1983-08-26,2023-10-05,Premium,Occitanie,31
2761,1950-03-10,2024-10-15,Standard,Provence-Alpes-Côte d'Azur,84
2762,1969-02-11,2024-11-26,Standard,Provence-Alpes-Côte d'Azur,13
2763,1978-01-12,2009-01-28,Premium,Occitanie,09
2764,1953-04-30,1987-12-04,Standard,Hauts-de-France,80
2765,1966-07-09,1987-06-20,Standard,Île-de-France,77
2766,1945-12-15,1987-06-13,Standard,Pays de la Loire,53
2767,1973-12-26,2001-02-08,Standard,Île-de-France,94
2768,1963-05-12,2002-10-27,Pro,Auvergne-Rhône-Alpes,69
2769,1951-04-11,1974-06-22,Premium,Île-de-France,77
2770,1972-11-14,2003-12-07,Pro,Provence-Alpes-Côte d'Azur,13
2771,1961-05-19,2026-02-12,Premium,Occitanie,31
2772,1961-10-30,2025-05-24,Pro,Nouvelle-Aquitaine,33
2773,1995-12-15,2023-06-23,Standard,Normandie,76
2774,1952-10-08,2026-01-01,Standard,Hauts-de-France,59
2775,1954-10-14,1998-05-01,Premium,Auvergne-Rhône-Alpes,42
2776,1969-01-20,2020-08-27,Standard,Pays de la Loire,44
2777,1993-10-16,2026-04-06,Standard,Normandie,50
2778,1964-03-12,2011-12-14,Pro,Nouvelle-Aquitaine,79
2779,1957-01-14,2025-10-16,Standard,Bretagne,35
2780,1951-08-21,2024-07-08,Standard,Hauts-de-France,59
2781,1965-10-22,2004-04-04,Premium,Pays de la Loire,49
2782,1956-12-05,2020-08-12,Standard,Occitanie,81
2783,1949-03-12,2018-08-30,Pro,Pays de la Loire,44
2784,1981-06-29,2021-08-12,Premium,Nouvelle-Aquitaine,86
2785,1947-05-02,2022-10-02,Premium,Pays de la Loire,49
2786,1975-04-30,1995-04-23,Pro,Provence-Alpes-Côte d'Azur,13
2787,1971-11-30,2005-02-04,Standard,Île-de-France,75
2788,2001-11-08,2026-01-21,Pro,Île-de-France,77
2789,1962-10-14,1989-05-26,Pro,Hauts-de-France,62
2790,1993-06-11,2016-08-22,Premium,Bretagne,35
2791,1981-08-15,2004-03-31,Pro,Île-de-France,91
2792,1967-09-04,2000-02-14,Pro,Grand Est,57
2793,1970-06-18,2011-09-18,Standard,Île-de-France,77
2794,1988-03-16,2015-07-08,Premium,Occitanie,32
2795,1987-12-29,2012-10-14,Pro,Nouvelle-Aquitaine,86
2796,1953-02-22,1986-04-07,Pro,Hauts-de-France,80
2797,1962-03-17,1997-07-08,Standard,Nouvelle-Aquitaine,17
2798,1956-09-18,2023-06-19,Standard,Île-de-France,95
2799,2006-01-30,2026-02-20,Standard,Bretagne,35
2800,1988-01-15,2025-09-13,Standard,Occitanie,66
2801,2004-04-05,2025-05-10,Standard,Hauts-de-France,62
2802,2002-11-17,2024-05-12,Pro,Hauts-de-France,59
2803,1988-04-25,2012-03-31,Pro,Île-de-France,77
2804,1961-10-20,2015-11-23,Standard,Provence-Alpes-Côte d'Azur,13
2805,1960-08-13,1981-03-27,Premium,Provence-Alpes-Côte d'Azur,13
2806,1986-03-03,2005-11-20,Standard,Île-de-France,93
2807,1968-08-17,1991-09-13,Standard,Bretagne,22
2808,1988-08-28,2021-11-19,Premium,Auvergne-Rhône-Alpes,26
2809,1975-04-19,2016-02-17,Premium,Île-de-France,78
2810,1994-04-26,2013-05-02,Premium,Centre-Val de Loire,36
2811,1953-01-01,2006-11-10,Premium,Auvergne-Rhône-Alpes,63
2812,2004-03-02,2023-09-07,Pro,Pays de la Loire,85
2813,1949-10-28,2022-05-31,Standard,Occitanie,09
2814,2002-07-13,2021-02-19,Pro,Occitanie,31
2815,1976-06-24,1997-12-11,Premium,Nouvelle-Aquitaine,33
2816,1971-06-17,1991-03-18,Standard,Grand Est,57
2817,1977-01-01,2020-08-21,Standard,Île-de-France,93
2818,1992-10-05,2015-05-17,Pro,Île-de-France,93
2819,1947-11-02,1972-02-10,Standard,Bourgogne-Franche-Comté,21
2820,1945-09-25,1976-05-24,Pro,Provence-Alpes-Côte d'Azur,84
2821,1987-12-11,2006-07-28,Pro,Centre-Val de Loire,45
2822,1959-12-21,1994-10-13,Pro,Bretagne,56
2823,1953-12-02,1974-05-14,Pro,Occitanie,32
2824,1984-12-11,2007-11-29,Pro,Île-de-France,77
2825,1961-01-13,2004-02-16,Standard,Occitanie,30
2826,1968-10-10,2010-08-13,Standard,Grand Est,10
2827,1966-03-26,2018-06-12,Premium,Nouvelle-Aquitaine,87
2828,1964-02-12,2017-06-18,Standard,Auvergne-Rhône-Alpes,74
2829,1994-05-01,2021-05-14,Premium,Grand Est,67
2830,1946-04-29,2010-01-05,Premium,Hauts-de-France,59
2831,1985-01-15,2013-01-10,Pro,Pays de la Loire,44
2832,1978-08-12,2008-02-03,Standard,Bourgogne-Franche-Comté,21
2833,1995-12-05,2019-04-11,Premium,Centre-Val de Loire,37
2834,1975-09-24,1998-02-21,Pro,Provence-Alpes-Côte d'Azur,13
2835,1946-10-16,2010-05-06,Premium,Auvergne-Rhône-Alpes,74
2836,1992-05-28,2016-10-03,Standard,Grand Est,08
2837,1964-10-01,1998-03-16,Premium,Bourgogne-Franche-Comté,25
2838,2008-03-25,2026-04-04,Standard,Nouvelle-Aquitaine,64
2839,1976-07-11,1999-03-29,Standard,Provence-Alpes-Côte d'Azur,06
2840,1984-07-25,2005-02-18,Standard,Bourgogne-Franche-Comté,39
2841,1959-02-19,2005-06-15,Premium,Occitanie,31
2842,2003-04-13,2022-02-08,Premium,Occitanie,32
2843,1990-11-05,2020-03-07,Standard,Occitanie,65
2844,2004-04-08,2025-02-01,Premium,Nouvelle-Aquitaine,87
2845,1971-03-28,2024-11-24,Pro,Hauts-de-France,62
2846,2000-02-10,2018-12-08,Standard,Provence-Alpes-Côte d'Azur,06
2847,1984-07-26,2009-07-02,Standard,Occitanie,66
2848,1993-05-02,2017-07-05,Standard,Grand Est,68
2849,1977-08-28,2001-11-20,Standard,Occitanie,32
2850,2000-05-05,2018-09-04,Premium,Provence-Alpes-Côte d'Azur,13
2851,2004-05-18,2025-08-30,Standard,Bourgogne-Franche-Comté,21
2852,1962-01-14,2000-08-07,Standard,Occitanie,31
2853,2007-08-28,2025-10-02,Standard,Île-de-France,92
2854,1993-04-26,2012-09-09,Standard,Pays de la Loire,44
2855,1982-08-17,2001-01-01,Pro,Nouvelle-Aquitaine,86
2856,1951-02-04,1977-12-09,Standard,Hauts-de-France,62
2857,1955-08-22,1999-12-21,Pro,Occitanie,31
2858,1972-10-14,2025-09-01,Pro,Provence-Alpes-Côte d'Azur,13
2859,1970-11-22,1992-09-28,Standard,Pays de la Loire,44
2860,1954-07-12,2000-10-02,Premium,Île-de-France,78
2861,1966-01-07,2020-09-24,Standard,Auvergne-Rhône-Alpes,69
2862,1977-05-14,2020-03-03,Pro,Auvergne-Rhône-Alpes,42
2863,1957-03-17,2014-10-02,Pro,Normandie,76
2864,1950-07-30,1991-05-21,Premium,Grand Est,68
2865,1961-01-30,1992-06-23,Standard,Occitanie,81
2866,1967-12-08,1999-05-17,Pro,Hauts-de-France,59
2867,1990-03-07,2023-05-19,Pro,Hauts-de-France,62
2868,1970-06-08,2000-11-26,Premium,Grand Est,68
2869,1954-08-08,2022-09-25,Standard,Occitanie,31
2870,2000-03-09,2020-07-08,Standard,Auvergne-Rhône-Alpes,69
2871,2006-11-04,2025-05-01,Standard,Occitanie,81
2872,1948-12-22,1995-01-22,Standard,Île-de-France,77
2873,1962-03-01,2005-11-14,Premium,Centre-Val de Loire,18
2874,1953-07-20,2013-04-23,Premium,Île-de-France,95
2875,1972-02-29,2017-02-18,Premium,Hauts-de-France,62
2876,1993-12-25,2020-10-21,Standard,Nouvelle-Aquitaine,33
