contact_id,sinistre_id,client_id,date_contact,canal,motif_contact,temps_attente_sec,nb_transferts,duree_traitement_min,resolution_premier_contact,escalade,satisfaction_score,nb_contacts_precedents
5491,202501725,4992,2025-12-27,telephone,demande_avancement,8,2,15,oui,non,4,1
5492,202601351,1491,2026-02-09,telephone,expertise,31,1,8,non,non,4,0
5493,202501769,4645,2026-04-04,mail,demande_avancement,376,2,4,oui,non,3,3
5494,202501496,4175,2026-01-03,telephone,reclamation_delai,38,1,7,oui,non,4,2
5495,202600114,4431,2026-04-07,mail,relance_dossier,676,2,8,non,oui,1,0
5496,202600619,2086,2026-03-17,telephone,piece_manquante,113,0,8,non,oui,3,3
5497,202501067,2319,2026-02-09,telephone,expertise,171,1,5,oui,non,5,5
5498,202501208,4838,2025-12-10,telephone,contestation_indemnisation,470,0,25,non,oui,1,1
5499,202600090,3127,2026-02-15,visite,demande_avancement,663,2,7,non,oui,1,3
5500,202601610,1595,2026-04-11,telephone,relance_dossier,576,1,10,oui,non,4,5
5501,202600363,1610,2026-04-19,mail,demande_avancement,826,1,7,non,non,2,1
5502,202600913,3340,2026-03-07,telephone,contestation_indemnisation,879,2,7,non,oui,1,1
5503,202500475,1493,2025-10-11,mail,incomprehension_garantie,362,2,8,oui,oui,1,3
5504,202501947,3042,2025-11-28,mail,demande_avancement,114,1,7,oui,non,5,3
5505,201601076,4506,2017-09-17,telephone,relance_dossier,452,1,7,oui,non,4,5
5506,202000307,615,2021-01-20,visite,piece_manquante,226,1,5,non,non,4,2
5507,202600850,417,2026-03-29,visite,demande_avancement,780,2,10,oui,non,2,1
5508,202500691,3274,2025-07-12,mail,piece_manquante,160,0,7,non,non,4,4
5509,202600236,399,2026-04-06,telephone,relance_dossier,860,2,5,non,oui,1,1
5510,202600695,1735,2026-04-10,mail,demande_avancement,818,0,30,oui,non,3,3
5511,202500082,1134,2025-12-29,telephone,contestation_indemnisation,628,1,7,non,oui,1,0
5512,202601666,3931,2026-04-16,visite,relance_dossier,429,2,8,non,oui,1,2
5513,202500475,1493,2026-01-29,telephone,demande_avancement,556,1,9,non,non,3,3
5514,201600327,2200,2016-12-14,telephone,piece_manquante,525,2,6,oui,non,3,5
5515,201900121,4584,2020-05-08,telephone,contestation_indemnisation,154,0,5,non,non,3,1
5516,202500492,4237,2025-06-21,mail,declaration_sinistre,79,1,9,non,non,4,4
5517,202600129,3586,2026-04-07,telephone,relance_dossier,306,3,20,oui,oui,2,4
5518,202501842,2508,2025-11-18,telephone,contestation_indemnisation,46,3,8,non,oui,1,0
5519,202601636,2820,2026-03-26,telephone,contestation_indemnisation,218,3,4,non,non,2,2
5520,202501075,4997,2026-03-28,visite,contestation_indemnisation,287,2,6,oui,non,3,4
5521,202601103,1263,2026-04-03,mail,contestation_indemnisation,608,2,7,oui,non,1,0
5522,202501952,2654,2025-12-01,telephone,piece_manquante,81,3,10,non,oui,2,4
5523,202600096,2573,2026-02-15,telephone,contestation_indemnisation,422,2,4,non,oui,1,2
5524,202601893,354,2026-04-20,telephone,declaration_sinistre,367,0,6,oui,non,4,3
5525,202501966,803,2025-12-12,telephone,contestation_indemnisation,598,0,3,oui,non,3,1
5526,202600133,2881,2026-03-21,mail,piece_manquante,164,1,25,non,non,4,2
5527,202600342,2248,2026-03-05,visite,declaration_sinistre,778,0,15,oui,non,3,4
5528,202601852,4760,2026-03-11,visite,contestation_indemnisation,431,2,9,oui,non,2,3
5529,202600170,4349,2026-04-17,telephone,relance_dossier,380,0,25,oui,non,4,1
5530,202500833,407,2025-12-31,telephone,demande_avancement,138,0,5,oui,non,5,0
5531,202500044,2603,2025-11-24,telephone,demande_avancement,311,1,8,oui,non,4,5
5532,202500004,1356,2026-02-09,mail,piece_manquante,550,2,5,non,oui,1,3
5533,202600647,3568,2026-04-21,mail,relance_dossier,639,1,1,oui,non,3,5
5534,202601404,224,2026-01-31,mail,expertise,450,3,5,oui,non,3,5
5535,202501309,2826,2025-12-15,telephone,relance_dossier,295,2,6,oui,non,4,1
5536,202500759,4845,2025-11-19,telephone,relance_dossier,595,3,6,oui,oui,2,0
5537,202601636,2820,2026-03-23,telephone,demande_avancement,620,1,6,oui,non,3,5
5538,202501157,73,2026-02-26,mail,relance_dossier,882,1,7,oui,non,3,0
5539,202601112,1128,2026-04-02,visite,piece_manquante,815,2,8,oui,non,2,2
5540,202600604,3818,2026-02-27,telephone,demande_avancement,57,1,4,oui,non,5,4
5541,202601068,966,2026-03-13,telephone,relance_dossier,694,2,30,non,non,1,1
5542,202600808,736,2026-04-18,mail,relance_dossier,250,2,10,oui,non,4,1
5543,202501886,3963,2026-01-08,visite,demande_avancement,425,3,6,oui,non,3,2
5544,202500326,4871,2025-11-10,mail,declaration_sinistre,328,1,4,oui,non,4,3
5545,202601666,3931,2026-04-21,visite,reclamation_delai,367,1,3,oui,non,3,4
5546,202500822,1752,2026-03-01,visite,demande_avancement,498,2,5,non,oui,1,3
5547,202601418,4252,2026-04-21,visite,piece_manquante,625,1,6,non,non,2,5
5548,202501306,582,2026-03-05,telephone,incomprehension_garantie,566,0,6,non,oui,1,0
5549,202601453,477,2026-03-14,visite,piece_manquante,526,0,8,non,non,3,1
5550,202600627,3550,2026-03-01,telephone,declaration_sinistre,42,2,4,non,oui,2,4
5551,202600022,4059,2026-04-20,telephone,contestation_indemnisation,9,1,25,oui,non,4,2
5552,202501328,1209,2026-01-20,mail,contestation_indemnisation,877,2,5,oui,non,1,2
5553,202601657,1206,2026-04-06,telephone,relance_dossier,853,1,9,oui,non,3,2
5554,202500622,4781,2026-01-11,mail,piece_manquante,646,2,15,oui,oui,1,0
5555,202500384,864,2025-06-04,mail,reclamation_delai,771,2,7,oui,oui,1,5
5556,202500960,1582,2026-03-25,mail,demande_avancement,432,0,5,non,non,3,3
5557,202501376,2150,2025-10-12,mail,demande_avancement,5,1,8,oui,non,5,4
5558,202500365,4011,2025-07-16,telephone,piece_manquante,137,1,5,non,oui,3,2
5559,202600236,399,2026-04-09,telephone,declaration_sinistre,677,1,7,non,non,2,0
5560,202500891,2070,2025-10-24,telephone,relance_dossier,411,3,30,non,oui,1,2
5561,202601160,3803,2026-04-15,mail,declaration_sinistre,776,2,6,oui,non,2,4
5562,202601465,702,2026-03-10,telephone,demande_avancement,598,2,8,non,non,2,2
5563,202400484,191,2024-04-17,visite,piece_manquante,856,2,6,non,oui,1,0
5564,202500625,4803,2026-02-05,telephone,reclamation_delai,261,0,15,non,non,3,3
5565,202600499,517,2026-04-13,telephone,relance_dossier,813,2,8,non,oui,1,4
5566,202501205,1479,2026-03-28,telephone,declaration_sinistre,286,2,5,non,oui,2,0
5567,202401773,4822,2024-12-07,visite,expertise,802,0,9,oui,non,3,0
5568,202500167,3605,2025-12-26,telephone,piece_manquante,376,1,7,oui,oui,3,3
5569,202501383,136,2025-10-22,visite,relance_dossier,831,1,8,oui,non,3,0
5570,202601145,3129,2026-04-02,mail,demande_avancement,822,2,10,oui,oui,1,2
5571,202501720,2275,2025-12-23,mail,demande_avancement,20,1,20,non,non,4,2
5572,202601412,4148,2026-04-10,visite,demande_avancement,715,1,9,oui,non,3,1
5573,202500277,2839,2025-12-01,mail,declaration_sinistre,625,0,3,non,oui,1,2
5574,202600128,575,2026-04-06,visite,declaration_sinistre,652,3,7,non,oui,1,4
5575,202501744,3991,2026-03-07,telephone,contestation_indemnisation,278,0,5,oui,non,4,3
5576,202601130,3823,2026-04-21,mail,relance_dossier,732,2,3,oui,oui,1,2
5577,202501507,3413,2026-03-13,mail,piece_manquante,151,2,15,oui,oui,3,4
5578,202501276,2581,2025-06-20,visite,relance_dossier,76,0,8,oui,non,5,2
5579,202601866,2116,2026-04-20,visite,contestation_indemnisation,738,3,6,oui,non,1,4
5580,202500150,1612,2025-07-19,telephone,relance_dossier,311,3,3,non,oui,1,1
5581,202601668,2309,2026-04-21,telephone,reclamation_delai,664,3,8,oui,oui,1,0
5582,202100045,1393,2022-07-08,mail,demande_avancement,531,2,6,oui,non,3,4
5583,202501094,3077,2025-09-16,mail,relance_dossier,79,2,7,non,oui,2,1
5584,202500268,4498,2026-03-30,mail,reclamation_delai,203,2,10,non,oui,1,0
5585,202600785,251,2026-02-19,telephone,demande_avancement,139,2,7,oui,oui,3,5
5586,202501995,3009,2026-03-11,telephone,expertise,199,2,20,oui,non,4,5
5587,202500182,2753,2026-04-07,telephone,relance_dossier,171,3,8,non,oui,2,2
5588,202401781,1252,2025-01-30,telephone,piece_manquante,662,0,9,oui,non,3,5
5589,202601145,3129,2026-04-10,mail,piece_manquante,159,3,7,non,non,3,2
5590,202601890,1259,2026-04-03,mail,relance_dossier,574,1,7,oui,oui,3,5
5591,202601283,4860,2026-04-10,visite,contestation_indemnisation,454,3,9,non,oui,1,5
5592,202601339,767,2026-04-19,telephone,reclamation_delai,876,0,7,oui,non,2,1
5593,202500960,1582,2026-02-03,telephone,declaration_sinistre,859,1,7,oui,non,3,4
5594,202500538,4308,2026-03-28,telephone,demande_avancement,56,1,2,oui,non,5,3
5595,202600816,3684,2026-01-22,telephone,piece_manquante,762,1,10,oui,non,3,1
5596,202600379,53,2026-04-21,mail,demande_avancement,446,2,9,oui,non,3,4
5597,202501800,4554,2025-09-30,telephone,demande_avancement,202,2,9,non,oui,2,3
5598,202501402,2640,2026-01-30,telephone,declaration_sinistre,380,2,25,oui,non,3,2
5599,202601103,1263,2026-04-11,telephone,relance_dossier,174,2,6,non,oui,2,4
5600,202501208,4838,2025-12-06,telephone,reclamation_delai,542,1,6,oui,non,3,3
5601,202601351,1491,2026-01-26,mail,reclamation_delai,576,0,7,oui,non,3,1
5602,202601816,4162,2026-04-08,telephone,declaration_sinistre,772,3,9,oui,non,2,5
5603,202501205,1479,2025-12-16,visite,relance_dossier,106,2,7,non,oui,2,2
5604,202501282,921,2025-12-26,telephone,declaration_sinistre,667,0,7,oui,non,3,2
5605,202500189,1427,2026-03-06,telephone,demande_avancement,584,2,7,non,oui,1,5
5606,202600267,802,2026-04-15,telephone,relance_dossier,361,1,6,non,oui,2,1
5607,202500219,1814,2026-01-21,telephone,piece_manquante,401,3,5,non,oui,1,1
5608,202601471,2490,2026-04-21,telephone,relance_dossier,251,2,10,non,oui,2,1
5609,202601074,1119,2026-03-02,telephone,incomprehension_garantie,415,1,6,non,non,2,2
5610,202500739,2687,2026-03-06,telephone,reclamation_delai,138,0,9,oui,non,4,0
5611,202500719,2757,2026-03-19,mail,piece_manquante,232,0,6,oui,non,5,4
5612,202501449,1095,2025-12-18,mail,incomprehension_garantie,21,1,5,oui,non,4,5
5613,202601319,3142,2026-02-25,telephone,declaration_sinistre,449,1,6,oui,non,4,4
5614,202600236,399,2026-04-15,mail,relance_dossier,221,3,7,oui,non,4,0
5615,202501625,262,2025-06-25,telephone,declaration_sinistre,562,3,10,oui,non,3,1
5616,202600505,2244,2026-04-21,mail,contestation_indemnisation,599,2,7,oui,non,2,2
5617,202601074,1119,2026-04-10,telephone,relance_dossier,454,2,7,oui,oui,2,2
5618,202600199,1620,2026-04-05,telephone,demande_avancement,430,3,2,oui,non,3,0
5619,202501836,1433,2025-08-23,telephone,relance_dossier,706,3,20,oui,non,2,5
5620,202600882,3379,2026-03-27,telephone,reclamation_delai,24,0,20,oui,non,4,5
5621,202501467,4859,2026-01-31,visite,declaration_sinistre,668,3,6,oui,oui,1,1
5622,202601593,3355,2026-02-22,telephone,declaration_sinistre,859,2,5,non,oui,1,0
5623,202501982,4781,2026-01-15,mail,relance_dossier,493,1,7,non,oui,2,0
5624,202601385,4095,2026-04-21,telephone,relance_dossier,853,0,5,oui,non,3,1
5625,202401880,4147,2025-01-24,visite,declaration_sinistre,357,3,8,oui,oui,2,5
5626,202600505,2244,2026-04-20,telephone,expertise,423,3,8,non,non,2,0
5627,202501254,1491,2026-02-18,telephone,reclamation_delai,28,3,9,non,oui,1,1
5628,202500182,2753,2026-01-21,mail,demande_avancement,315,0,7,oui,non,4,1
5629,202601749,838,2026-04-12,visite,demande_avancement,116,0,6,oui,non,5,4
5630,202500988,4495,2025-10-27,telephone,declaration_sinistre,572,0,4,non,non,3,1
5631,202600115,4214,2026-04-03,telephone,piece_manquante,365,3,10,oui,oui,2,1
5632,202500308,3106,2026-01-07,mail,demande_avancement,539,2,5,oui,oui,2,2
5633,202501646,3835,2025-11-04,mail,relance_dossier,465,2,8,oui,oui,2,2
5634,202601593,3355,2026-03-08,mail,piece_manquante,29,2,15,non,oui,2,2
5635,202600490,1517,2026-04-13,telephone,demande_avancement,816,0,4,oui,non,3,3
5636,202501337,3122,2026-03-15,telephone,demande_avancement,282,2,8,non,non,3,4
5637,202500686,4045,2025-08-04,telephone,piece_manquante,11,2,8,non,oui,2,3
5638,202500232,179,2025-10-24,telephone,contestation_indemnisation,781,2,8,oui,non,1,0
5639,202601651,4760,2026-03-31,telephone,demande_avancement,444,3,7,oui,non,3,0
5640,202601301,3661,2026-04-06,telephone,expertise,522,2,1,oui,non,3,1
5641,202100767,4510,2022-12-10,visite,incomprehension_garantie,269,1,6,oui,oui,3,5
5642,202601456,1352,2026-03-16,telephone,demande_avancement,864,3,9,oui,oui,1,0
5643,202601284,2839,2026-03-28,telephone,piece_manquante,251,0,4,non,oui,3,1
5644,202501350,4349,2026-01-03,telephone,demande_avancement,678,1,4,oui,non,3,0
5645,202600997,496,2026-04-18,telephone,demande_avancement,285,3,5,non,oui,2,5
5646,202600751,4803,2026-02-17,visite,relance_dossier,397,1,6,non,oui,2,5
5647,202600808,736,2026-04-07,telephone,demande_avancement,593,0,6,oui,non,4,0
5648,202500757,3723,2026-02-20,telephone,reclamation_delai,480,1,6,oui,oui,2,0
5649,202600726,4262,2026-02-18,mail,demande_avancement,18,2,6,oui,non,4,1
5650,202501162,4581,2025-12-17,telephone,declaration_sinistre,345,0,5,oui,non,4,5
5651,202601795,3990,2026-04-17,mail,demande_avancement,159,1,8,non,oui,3,4
5652,202600794,4387,2026-04-18,telephone,declaration_sinistre,50,1,9,oui,non,5,5
5653,202500492,4237,2026-01-28,telephone,relance_dossier,528,3,6,oui,non,3,1
5654,202600199,1620,2026-03-21,telephone,demande_avancement,435,1,7,oui,non,4,4
5655,202500424,1115,2025-12-08,mail,relance_dossier,699,1,7,non,oui,1,4
5656,202600334,745,2026-02-28,telephone,contestation_indemnisation,66,3,7,non,oui,1,5
5657,202600907,4759,2026-04-11,mail,expertise,722,0,3,non,oui,1,4
5658,202500574,393,2025-08-04,telephone,contestation_indemnisation,855,1,7,oui,non,2,3
5659,202001277,2339,2020-07-30,mail,demande_avancement,503,0,7,non,non,3,5
5660,202501383,136,2025-10-07,mail,declaration_sinistre,875,0,9,oui,non,3,1
5661,202500677,2628,2026-03-31,telephone,contestation_indemnisation,879,3,7,oui,non,1,4
5662,202500553,2692,2025-11-11,telephone,relance_dossier,268,1,15,non,non,4,3
5663,202500207,1005,2025-09-09,telephone,incomprehension_garantie,167,2,5,oui,non,3,1
5664,202600850,417,2026-04-09,telephone,relance_dossier,131,3,6,non,oui,2,5
5665,202601885,1709,2026-04-10,telephone,relance_dossier,887,3,8,oui,non,2,5
5666,202500403,2448,2025-10-31,telephone,relance_dossier,476,0,9,non,oui,2,4
5667,202500111,2115,2025-07-11,mail,demande_avancement,697,2,7,oui,non,2,2
5668,202500757,3723,2026-02-24,mail,declaration_sinistre,515,1,7,oui,non,4,0
5669,202501995,3009,2025-12-05,telephone,expertise,41,1,6,non,oui,3,0
5670,202500865,1671,2026-03-22,telephone,demande_avancement,466,0,8,oui,non,4,4
5671,202601636,2820,2026-03-13,mail,declaration_sinistre,728,3,7,oui,oui,1,5
5672,202500290,4387,2025-10-25,telephone,piece_manquante,297,0,8,oui,non,5,3
5673,202500640,2734,2026-02-21,telephone,reclamation_delai,693,0,7,oui,non,2,5
5674,202500870,486,2026-02-08,telephone,demande_avancement,478,1,15,oui,non,4,2
5675,202601471,2490,2026-04-17,mail,reclamation_delai,707,3,8,non,oui,1,2
5676,202501757,4121,2026-01-20,mail,declaration_sinistre,310,3,8,non,non,2,4
5677,202501972,3225,2025-10-15,telephone,demande_avancement,303,3,10,non,oui,1,0
5678,202500250,2263,2026-04-08,telephone,declaration_sinistre,254,0,8,non,non,4,2
5679,202501080,2270,2025-10-16,telephone,piece_manquante,625,2,10,non,oui,1,2
5680,202601168,3203,2026-04-19,telephone,relance_dossier,332,3,9,non,oui,1,2
5681,202501769,4645,2025-11-17,telephone,demande_avancement,708,0,6,oui,non,3,4
5682,202601729,517,2026-04-16,telephone,demande_avancement,144,0,8,oui,non,5,5
5683,202600436,2101,2026-02-24,telephone,relance_dossier,748,2,2,non,oui,1,0
5684,202500470,4070,2026-03-09,mail,demande_avancement,360,3,4,non,oui,1,4
5685,202500488,680,2026-01-31,mail,demande_avancement,73,0,8,non,oui,3,0
5686,202500430,1152,2026-03-01,mail,reclamation_delai,73,1,7,oui,oui,3,2
5687,202600995,1092,2026-02-17,mail,demande_avancement,846,0,30,oui,non,3,5
5688,202601453,477,2026-03-13,mail,contestation_indemnisation,711,1,25,oui,non,2,2
5689,202500538,4308,2026-02-15,telephone,incomprehension_garantie,805,0,10,non,non,1,1
5690,202501978,2831,2026-03-23,telephone,piece_manquante,710,2,5,non,oui,1,4
5691,202600057,808,2026-02-19,mail,piece_manquante,421,3,7,oui,oui,2,0
5692,202601578,3796,2026-03-02,telephone,reclamation_delai,718,1,7,oui,non,2,5
5693,202600648,4233,2026-02-07,mail,demande_avancement,616,1,4,oui,non,3,5
5694,202500492,4237,2025-11-28,telephone,demande_avancement,744,3,6,non,oui,1,0
5695,202500067,2745,2025-11-11,mail,piece_manquante,374,3,25,oui,non,3,3
5696,202600850,417,2026-03-22,mail,demande_avancement,337,3,9,oui,oui,2,3
5697,202600133,2881,2026-04-21,telephone,piece_manquante,479,1,7,non,non,3,4
5698,202601515,3055,2026-04-14,telephone,demande_avancement,473,3,4,oui,non,3,2
5699,202500732,4197,2025-12-07,telephone,declaration_sinistre,414,0,8,non,oui,2,1
5700,202500082,1134,2026-04-12,telephone,demande_avancement,101,0,6,oui,non,5,0
5701,202601103,1263,2026-04-18,telephone,relance_dossier,188,1,9,oui,non,5,5
5702,202600507,4004,2026-04-19,mail,incomprehension_garantie,560,0,5,oui,non,3,3
5703,202500127,832,2025-12-24,mail,piece_manquante,633,1,7,non,oui,1,3
5704,202600706,1633,2026-03-11,mail,declaration_sinistre,27,1,6,oui,oui,4,2
5705,202600088,4860,2026-04-01,mail,relance_dossier,340,1,3,non,oui,2,4
5706,202600581,1028,2026-02-12,telephone,relance_dossier,478,0,5,non,oui,2,0
5707,202600808,736,2026-04-19,telephone,reclamation_delai,39,0,8,oui,non,4,0
5708,202600485,3014,2026-03-21,telephone,demande_avancement,504,0,6,oui,non,4,2
5709,202500589,1882,2026-03-28,mail,incomprehension_garantie,795,1,6,non,non,1,0
5710,202601325,2791,2026-04-11,telephone,piece_manquante,785,0,2,oui,non,3,0
5711,202601325,2791,2026-04-16,telephone,relance_dossier,593,2,2,oui,non,3,2
5712,202501075,4997,2026-01-15,visite,demande_avancement,187,2,7,non,oui,2,1
5713,202501376,2150,2026-01-02,mail,declaration_sinistre,649,2,15,oui,non,2,4
5714,202600159,4004,2026-03-23,visite,relance_dossier,897,0,10,oui,non,3,4
5715,202601985,158,2026-03-13,visite,declaration_sinistre,282,0,7,oui,non,5,4
5716,202600379,53,2026-01-10,telephone,relance_dossier,462,2,7,oui,oui,2,0
5717,202500488,680,2025-10-29,telephone,declaration_sinistre,433,3,9,oui,non,3,3
5718,202600490,1517,2026-04-11,mail,contestation_indemnisation,45,2,9,non,oui,1,0
5719,202601450,2134,2026-03-15,telephone,incomprehension_garantie,212,0,10,oui,oui,3,3
5720,202100445,372,2021-10-04,telephone,relance_dossier,560,2,6,oui,oui,2,2
5721,202600841,658,2026-04-18,telephone,declaration_sinistre,820,1,10,non,oui,1,1
5722,202600894,2163,2026-03-29,visite,expertise,123,0,7,oui,non,5,3
5723,202500618,3352,2026-04-03,telephone,demande_avancement,878,3,3,oui,non,2,5
5724,202601334,820,2026-04-13,visite,contestation_indemnisation,194,1,7,oui,oui,3,3
5725,202501387,4262,2026-02-11,telephone,reclamation_delai,639,2,7,oui,non,1,5
5726,202600054,370,2026-04-15,visite,declaration_sinistre,116,2,5,oui,non,4,5
5727,202500684,3051,2025-11-18,telephone,expertise,602,2,8,non,oui,1,5
5728,202600768,1553,2026-03-25,telephone,piece_manquante,429,2,2,non,oui,1,5
5729,202500150,1612,2026-02-04,mail,declaration_sinistre,297,1,8,non,non,4,5
5730,202601651,4760,2026-02-17,mail,demande_avancement,560,1,10,non,oui,2,4
5731,202500675,2104,2025-08-06,mail,contestation_indemnisation,377,2,8,oui,non,2,3
5732,202501800,4554,2026-02-16,visite,declaration_sinistre,843,3,7,oui,non,2,2
5733,202601929,727,2026-04-12,telephone,contestation_indemnisation,72,3,9,non,oui,1,2
5734,202600033,311,2026-03-21,telephone,demande_avancement,139,3,7,oui,non,4,5
5735,202500739,2687,2026-01-27,visite,declaration_sinistre,9,3,3,oui,non,4,1
5736,202501542,1233,2026-01-19,telephone,reclamation_delai,26,0,2,oui,non,4,3
5737,202500002,2173,2026-04-02,mail,piece_manquante,854,3,15,non,oui,1,0
5738,202501496,4175,2026-01-07,telephone,declaration_sinistre,26,1,4,oui,non,5,2
5739,202501454,3852,2026-03-17,telephone,relance_dossier,863,1,8,oui,non,3,1
5740,202500804,2583,2026-01-01,telephone,expertise,227,1,10,oui,non,5,5
5741,202600652,4747,2026-04-14,telephone,demande_avancement,36,3,6,oui,oui,3,1
5742,202500788,4030,2025-11-13,telephone,piece_manquante,11,2,6,oui,oui,3,0
5743,202600707,2120,2026-04-05,telephone,piece_manquante,98,3,5,non,non,3,0
5744,202601663,254,2026-04-07,telephone,relance_dossier,774,2,3,non,oui,1,2
5745,202500192,4101,2025-07-18,telephone,declaration_sinistre,318,2,25,oui,non,3,2
5746,202501995,3009,2026-01-16,telephone,declaration_sinistre,622,2,5,oui,non,2,2
5747,202600479,2025,2026-04-20,telephone,expertise,432,3,9,oui,oui,2,0
5748,202500187,2323,2026-01-28,telephone,declaration_sinistre,824,2,20,non,oui,1,0
5749,202500832,3704,2025-08-19,mail,reclamation_delai,107,3,5,oui,oui,2,0
5750,202500184,3496,2026-01-31,telephone,demande_avancement,48,3,8,oui,oui,3,0
5751,202600363,1610,2026-04-14,telephone,demande_avancement,501,1,6,oui,non,4,3
5752,202600785,251,2026-03-21,telephone,declaration_sinistre,607,1,7,oui,non,3,2
5753,202601334,820,2026-03-28,telephone,contestation_indemnisation,162,3,9,non,oui,1,3
5754,202600934,2933,2026-04-06,visite,expertise,98,2,6,oui,oui,3,1
5755,202601937,491,2026-03-04,telephone,demande_avancement,366,2,10,oui,non,3,5
5756,202500256,909,2026-03-06,telephone,declaration_sinistre,712,1,5,oui,non,3,5
5757,202501905,4581,2025-11-03,mail,relance_dossier,532,0,7,oui,oui,3,1
5758,202500543,3480,2025-12-28,telephone,relance_dossier,168,1,6,non,non,4,0
5759,202600947,849,2026-04-19,telephone,demande_avancement,882,2,4,non,oui,1,0
5760,202600596,262,2026-02-16,mail,relance_dossier,191,0,6,non,oui,3,2
5761,202500675,2104,2025-12-29,telephone,reclamation_delai,311,2,8,non,oui,1,1
5762,202601301,3661,2026-04-07,telephone,piece_manquante,176,1,4,oui,oui,4,5
5763,202601468,4599,2026-04-09,telephone,expertise,110,3,3,oui,non,4,4
5764,202501638,4519,2026-03-31,telephone,relance_dossier,308,0,10,non,non,3,3
5765,202500277,2839,2025-11-07,mail,piece_manquante,465,1,8,oui,non,4,0
5766,202601882,2008,2026-03-15,mail,reclamation_delai,416,1,6,oui,non,3,0
5767,202501542,1233,2026-02-09,mail,reclamation_delai,382,3,8,oui,oui,1,5
5768,202501777,4906,2025-08-25,telephone,incomprehension_garantie,489,3,30,oui,non,2,5
5769,202601852,4760,2026-03-08,telephone,relance_dossier,565,0,6,non,oui,2,0
5770,202501387,4262,2026-04-10,mail,relance_dossier,409,2,4,non,oui,1,5
5771,202600621,4642,2026-02-15,telephone,expertise,219,1,4,non,non,4,3
5772,202600334,745,2026-01-22,telephone,demande_avancement,138,3,10,non,oui,2,0
5773,202601471,2490,2026-04-18,telephone,piece_manquante,395,1,7,oui,non,4,4
5774,202500277,2839,2025-11-18,telephone,demande_avancement,815,3,2,non,oui,1,1
5775,202600558,1162,2026-04-10,telephone,expertise,184,3,10,oui,oui,3,0
5776,202500654,2766,2025-12-24,telephone,piece_manquante,121,3,3,oui,non,4,0
5777,202500226,3905,2026-03-29,mail,declaration_sinistre,836,2,7,oui,non,2,2
5778,202500294,608,2025-11-19,mail,expertise,108,0,6,oui,non,5,0
5779,202600507,4004,2026-04-07,telephone,demande_avancement,695,2,6,non,oui,1,5
5780,202400606,341,2025-01-31,mail,declaration_sinistre,202,3,6,non,oui,2,1
5781,202501779,2443,2025-12-20,telephone,demande_avancement,882,3,2,non,oui,1,5
5782,202601835,2588,2026-04-14,telephone,expertise,838,3,7,oui,non,2,2
5783,202600841,658,2026-04-14,mail,demande_avancement,703,1,5,oui,non,3,5
5784,202501494,3203,2026-04-12,telephone,reclamation_delai,659,0,20,non,non,1,5
5785,202501470,1303,2025-11-26,visite,demande_avancement,620,1,5,non,oui,1,4
5786,202600556,3937,2026-04-04,mail,incomprehension_garantie,160,3,8,non,oui,1,4
5787,202501542,1233,2026-03-13,telephone,declaration_sinistre,569,2,10,non,non,2,1
5788,202501407,2426,2026-01-10,mail,relance_dossier,7,0,8,non,non,4,3
5789,202500589,1882,2025-09-24,telephone,demande_avancement,583,3,9,non,non,2,1
5790,202601729,517,2026-04-09,telephone,contestation_indemnisation,349,1,7,oui,non,3,3
5791,202501210,4612,2026-02-11,telephone,relance_dossier,296,3,6,oui,oui,3,4
5792,202500187,2323,2025-12-16,telephone,piece_manquante,708,2,8,oui,oui,1,5
5793,202600974,2627,2026-04-17,telephone,relance_dossier,690,0,4,oui,oui,2,5
5794,202600436,2101,2026-02-15,telephone,contestation_indemnisation,202,3,8,oui,non,3,0
5795,202501727,2644,2026-01-05,visite,piece_manquante,818,2,9,oui,non,2,4
5796,202601666,3931,2026-04-21,telephone,relance_dossier,275,0,15,non,non,4,3
5797,202500691,3274,2025-08-07,visite,relance_dossier,349,0,7,oui,non,4,3
5798,202501353,2192,2025-12-31,telephone,demande_avancement,155,2,6,non,oui,2,2
5799,202601443,1595,2026-04-09,mail,relance_dossier,374,1,2,oui,non,4,4
5800,202600497,3383,2026-03-17,telephone,demande_avancement,476,1,30,oui,non,4,1
5801,202500923,3502,2026-04-15,telephone,relance_dossier,758,0,6,non,non,2,1
5802,202601718,4972,2026-04-17,mail,relance_dossier,618,1,15,oui,non,3,5
5803,202600770,4546,2026-04-21,telephone,expertise,411,3,5,oui,non,3,3
5804,202601948,4612,2026-03-20,mail,declaration_sinistre,848,3,5,oui,non,2,4
5805,202600100,58,2026-02-03,telephone,contestation_indemnisation,295,2,8,oui,non,3,1
5806,202601183,959,2026-03-30,telephone,contestation_indemnisation,81,1,3,oui,non,4,4
5807,202601709,4370,2026-04-01,mail,incomprehension_garantie,751,0,9,non,non,1,1
5808,202500385,3692,2025-12-18,visite,demande_avancement,810,2,4,oui,non,2,4
5809,202500612,826,2025-12-18,telephone,declaration_sinistre,244,3,9,oui,oui,3,0
5810,202501386,3841,2026-01-28,telephone,declaration_sinistre,665,3,5,oui,non,2,4
5811,202500330,226,2025-11-21,visite,contestation_indemnisation,714,0,5,non,non,1,1
5812,202600485,3014,2026-04-09,mail,piece_manquante,195,3,10,oui,oui,3,1
5813,202600773,208,2026-04-10,telephone,relance_dossier,133,2,2,non,oui,2,4
